unit_id,label_zh,label_en,symbol,alias,quantitykind,dimensionVec,conversionVal,basicUnit,frequency,keywords_zh,description_zh,description_en,informativeReference
M2-K-PER-W,平方米开尔文每瓦,Square Metre Kelvin per Watt,m2·K/W,,ThermalInsulance,A0E0L0I0M-1H1T3D0,1.0,M2-K-PER-W,51.07364244196111,,它是热阻的单位，表示单位面积的热阻，即单位面积上1K温度差所需的功率。常用于描述建筑材料的保温性能。,"(Square Meter Kelvin per Watt is a unit for Thermal Insulance expressed as ((K^{2})m/W).""",http://physics.nist.gov/Pubs/SP811/appenB9.html
M2-PER-GM,平方米每克,Square metres per gram,m2/g,,MassAttenuationCoefficient,A0E0L2I0M-1H0T0D0,1000.0,M2-PER-KiloGM,55.77273170160195,,该单位表示物质的面积密度，即单位质量下的面积。通常用于描述薄膜、纸张等材料的性质，也可以用于计算催化剂的活性表面积。,,
M2-PER-GM_DRY,平方米每克属于干的沉淀物,Square metres per gram of dry sediment,,,MassAttenuationCoefficient,A0E0L2I0M-1H0T0D0,1000.0,M2-PER-KiloGM,33.90541067415654,,这是一个用于测量沉积物含量的物理单位，通常用于环境和水文学领域。它表示单位质量的干沉淀物的表面积，是一个比较普遍的沉积率测量。,,
M2-PER-HA,平方米每公顷,square metres per hectare,m2/ha,,AreaRatio,A0E0L0I0M0H0T0D1,0.0001,,51.66882377916538,,,,
M2-PER-HZ,平方米每赫兹,Square metres per Hertz,m2/Hz,,,A0E0L2I0M0H0T1D0,,,48.28661978788671,,这是一个用于描述频率带宽的单位。它表示在某个频率范围内的信号功率密度占据的面积。常用于无线电、通信和声学等领域。,,
M2-PER-HZ-DEG,平方米每赫兹每度,Square metres per Hertz per degree,m2/Hz·°,,,A0E0L2I0M0H0T1D0,,,41.873880898875385,,它是一种频率响应的单位，表示材料在特定频率和温度下的功率密度对单位面积、单位频率、单位温度差的响应。这个单位常用于描述热传导和绝缘材料的性能。,,
M2-PER-HZ2,平方米每平方赫兹,Square metres per square Hertz,,,,A0E0L2I0M0H0T2D0,,,33.90541067415654,,该单位表示单位频率范围内每平方米的辐射能量或功率密度。它通常用于描述电磁波的强度或能量密度的分布。,,
M2-PER-J,平方米每焦耳,Square Metre per Joule,m2/J,,SpectralCrossSection,A0E0L0I0M-1H0T2D0,1.0,M2-PER-J,51.46689673195474,,这是一个物理量的单位，表示在每单位能量的情况下，通过一个面积为1平方米的区域传递的能量。常用于描述光通量密度和辐射通量密度等。,,
M2-PER-K,平方米每开尔文,Square Metre per Kelvin,m2/K,,AreaThermalExpansion,A0E0L2I0M0H-1T0D0,1.0,M2-PER-K,50.64401411155208,,它是温度差引起热流通量变化的比例系数，表示在单位面积上，温度差为1开尔文时，单位时间内通过该面积的热流量。常用于描述材料的热传导性能。,,
M2-PER-KiloGM,平方米每千克,Square Metre per Kilogram,m2/kg,,"MassAbsorptionCoefficient,MassAttenuationCoefficient,MassEnergyTransferCoefficient,MolarAbsorptionCoefficient",A0E0L2I0M-1H0T0D0,1.0,M2-PER-KiloGM,56.487858491032334,,它是一种用于描述材料表面覆盖的密度的单位，通常用于描述绝缘材料的性能。具体而言，它表示每千克材料表面的平方米数，能提供多少保温、隔热、防水或防腐等效果。,"Square Meter Per Kilogram (m2/kg) is a unit in the category of Specific Area. It is also known as square meters per kilogram, square metre per kilogram, square metres per kilogram, square meter/kilogram, square metre/kilogram. This unit is commonly used in the SI unit system. Square Meter Per Kilogram (m2/kg) has a dimension of M-1L2 where M is mass, and L is length. This unit is the standard SI unit in this category.",
M2-PER-MOL,平方米每摩尔,Square Metre per Mole,m2/mol,,MolarAttenuationCoefficient,A-1E0L2I0M0H0T0D0,1.0,M2-PER-MOL,44.03376321470801,,它是一个物质表面积单位，表示每摩尔物质所占据的表面积大小。常用于描述化学物质在溶液中的表面活性和吸附性质。,"Square Meter Per Mole (m2/mol) is a unit in the category of Specific Area. It is also known as square meters per mole, square metre per per, square metres per per, square meter/per, square metre/per. This unit is commonly used in the SI unit system. Square Meter Per Mole (m2/mol) has a dimension of M-1L2 where M is mass, and L is length. This unit is the standard SI unit in this category.",
M2-PER-N,平方米每牛顿,Square Metre Per Newton,m2/N,,Compressibility,A0E0L1I0M-1H0T2D0,1.0,PER-PA,52.898373193391954,,这是一个物理公式中的单位，表示在单位面积上施加的单位力造成的应变量。常用于材料的拉伸试验中，作为材料的弹性模量的计量单位。,,
M2-PER-SEC,平方米每秒,Square Metre per Second,m2/s,,"AreaPerTime,DiffusionCoefficient,NeutronDiffusionCoefficient,ThermalDiffusionRatioCoefficient",A0E0L2I0M0H0T-1D0,1.0,M2-PER-SEC,58.10866666921138,,平方米每秒是衡量液体或气体流动速率的单位，常用于流体力学等领域。它表示单位时间内液体或气体通过某个面积的体积。,"(Square Metres per second is the SI derived unit of angular momentum, defined by distance or displacement in metres multiplied by distance again in metres and divided by time in seconds. The unit is written in symbols as m2/s or m2u00b7s-1 or m2s-1. It may be better understood when phrased as ""metres per second times metres"", i.e. the momentum of an object with respect to a position.)""",
M2-PER-SEC2,平方米每平方秒,Square metres per square second,m2/s2,,,A0E0L2I0M0H0T-2D0,,,42.98794391253705,,平方米每平方秒是加速度的国际单位，表示物体单位时间内速度的变化率。常用于描述物体在受到力的作用下加速度的大小。,,
M2-PER-SR,平方米每球面度,Square Metre per Steradian,m2/sr,,AngularCrossSection,A0E0L2I0M0H0T0D0,1.0,M2-PER-SR,33.90541067415654,,它是用于描述光通量密度的物理单位，表示每平方米球面度的光通量密度。常用于光学领域。,,http://en.wikipedia.org/wiki/Steradian?oldid=494317847
M2-PER-SR-J,平方米每球面度焦耳,Square Metre per Steradian Joule,m2/sr·J,,SpectralAngularCrossSection,A0E0L0I0M-1H0T2D0,1.0,M2-PER-SR-J,41.873880898875385,,这是一个辐射通量密度单位，用于测量辐射的能量在每平方米表面积上所涉及的固角度。常用于描述光源的亮度、光通量和光强度等。,,
M2-PER-V-SEC,平方米每伏特秒,Square Metre per Volt Second,m2/V·s,,Mobility,A0E1L0I0M-1H0T4D0,1.0,M2-PER-V-SEC,58.26005744044527,,它是电导率的单位，表示电场强度为1伏特/米时，单位面积内的电流密度变化率。常用于描述材料的导电性能和电学特性。,,
M2-SEC-PER-RAD,平方米秒每弧度,Square metre seconds per radian,m2·s/rad,,,A0E0L2I0M0H0T1D0,,,41.873880898875385,,该单位用于描述电感、电容和电阻的物理量。它是一个复杂的单位，由平方米、秒和弧度组成，反映了这些物理量之间的关系。,,
M2-SR,平方米球面度,Square Metre Steradian,m2·sr,,AreaAngle,A0E0L2I0M0H0T0D0,1.0,M2-SR,33.90541067415654,,它是一个用于测量光线或其他辐射能量密度的单位。其中，平方米表示表面积，而球面度则表示辐射发射的方向范围。 相当于立体角，但单位不同。,"""Square Meter Steradian"" is a unit for  Area Angle expressed as (m^{2}-sr).""",
M3,立方米,Cubic Metre,m3,,"SectionModulus,Volume",A0E0L3I0M0H0T0D0,1.0,M3,79.2177322658061,"体积,容积,水量,地址",立方米是测量体积的国际制单位之一，表示一个正方形底部边长为1米的立方体的体积。常用于测量空气、水、物体等物体的容积。,"The SI unit of volume, equal to 1.0e6 cm3, 1000 liters, 35.3147 ft3, or 1.30795 yd3. A cubic meter holds about 264.17 U.S. liquid gallons or 219.99 British Imperial gallons.","http://en.wikipedia.org/wiki/Cubic_metre?oldid=490956678,http://baike.baidu.com/view/389608.htm"
M3-PER-C,立方米每库仑,Cubic Metre per Coulomb,m3/C,,HallCoefficient,A0E-1L3I0M0H0T-1D0,1.0,M3-PER-C,46.34318264257684,,这是电荷密度的单位，表示每库仑电荷所包含的体积。常用于描述电场强度和电磁场强度等物理量。,,http://www.iso.org/iso/catalogue_detail?csnumber=31897
M3-PER-DAY,立方米每天,Cubic Metre Per Day,m3/d,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.16e-05,M3-PER-SEC,46.41870887583392,,它是一种单位，用于描述每天流体或气体的容积。常用于水处理、空气处理和油气生产等领域。,,
M3-PER-HR,立方米每小时,Cubic Metre per Hour,m3/h,,"VolumeFlowRate,VolumePerUnitTime",A0E0L3I0M0H0T-1D0,0.000277778,M3-PER-SEC,62.64958671999176,,它是一个用于描述流量的单位，表示每小时通过一个体积为一立方米的空间的液体或气体的体积。常用于描述液体或气体的输送和处理。,"Cubic Meter Per Hour (m3/h) is a unit in the category of Volume flow rate. It is also known as cubic meters per hour, cubic metre per hour, cubic metres per hour, cubic meter/hour, cubic metre/hour, cubic meter/hr, cubic metre/hr, flowrate. Cubic Meter Per Hour (m3/h) has a dimension of L3T-1 where L is length, and T is time. It can be converted to the corresponding standard SI unit m3/s by multiplying its value by a factor of 0.00027777777.",
M3-PER-K,立方米每开尔文,Cubic Metre per Kelvin,m3/K,,VolumeThermalExpansion,A0E0L3I0M0H-1T0D0,1.0,M3-PER-K,47.705052988785134,,它是热容量的单位，表示每开尔文变化下的单位体积热容量。常用于描述物质的热性质。,,
M3-PER-KiloGM,立方米每千克,Cubic Metre per Kilogram,m3/kg,,SpecificVolume,A0E0L3I0M-1H0T0D0,1.0,M3-PER-KiloGM,51.20984374060806,,它是用于表示物质密度的单位，表示每千克物质所占的空间体积。常用于描述固体、液体和气体的密度。,"Cubic Meter Per Kilogram (m3/kg) is a unit in the category of Specific volume. It is also known as cubic meters per kilogram, cubic metre per kilogram, cubic metres per kilogram, cubic meter/kilogram, cubic metre/kilogram. This unit is commonly used in the SI unit system. Cubic Meter Per Kilogram (m3/kg) has a dimension of M-1L3 where M is mass, and L is length. This unit is the standard SI unit in this category.",
M3-PER-KiloGM-SEC2,立方米每千克平方秒,Cubic Metre per Kilogram Square Second,m3/kg·s2,,GravitationalAttraction,A0E0L3I0M-1H0T-2D0,1.0,N-M2-PER-KiloGM2,44.487278040172406,,这是一个较为不常见的物理单位，在工程测量中用于描述质量矩阵的刚度。它表示单位质量的物体在施加单位面积的力下，在单位时间内所产生的加速度的大小。通常使用简称为“m/kg-s2”。,,
M3-PER-M3,立方米每立方米,Cubic Metre Per Cubic Metre,m3/m3,,VolumeFraction,A0E0L0I0M0H0T0D1,1.0,M3-PER-M3,51.20984374060806,,,,
M3-PER-MIN,立方米每分钟,Cubic Metre Per Minute,m3/min,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.01666667,M3-PER-SEC,61.11676463769565,,立方米每分钟是用于测量气体或液体流量的单位，表示每分钟通过的立方米数。常用于空气压缩机、液体泵和其他流量测量设备的参数表示。,,
M3-PER-MOL,立方米每摩尔,Cubic Metre per Mole,m3/mol,,MolarVolume,A-1E0L3I0M0H0T0D0,1.0,M3-PER-MOL,39.69667293431131,,这个单位表示气体的摩尔体积，通常用于化学和物理学中。它表示每摩尔气体占据的体积，以立方米为单位。,"<p>The molar volume, symbol (Vm), is the volume occupied by one mole of a substance (chemical element or chemical compound) at a given temperature and pressure. It is equal to the molar mass (M) divided by the mass density. It has the SI unit cubic metres per mole (m3/mol), although it is more practical to use the units cubic decimetres per mole (dm3/mol) for gases and cubic centimetres per mole (cm3/mol) for liquids and solids</p>.""",
M3-PER-SEC,立方米每秒,Cubic Metre per Second,m3/s,,"RecombinationCoefficient,SoundVolumeVelocity,VolumeFlowRate,VolumePerUnitTime",A0E0L3I0M0H0T-1D0,1.0,M3-PER-SEC,62.14180169260258,,这是衡量液体或气体通过管道等的流量的单位，表示每秒钟通过的立方体体积。常用于水流、空气流以及其他气体或液体的流量测量。,"A cubic metre per second , cumecs or cubic meter per second in American English) is a derived SI unit of flow rate equal to that of a stere or cube with sides of one metre ( u0303 39.37 in) in length exchanged or moving each second. It is popularly used for water flow, especially in rivers and streams, and fractions for HVAC values measuring air flow.""",
M3-PER-SEC2,立方米每平方秒,Cubic Metre per Square Second,m3/s2,,StandardGravitationalParameter,A0E0L3I0M0H0T-2D0,1.0,M3-PER-SEC2,37.82550638610208,,它是物理学中的一个单位，通常用于描述某个物理量在单位面积上每秒传递的数量。它通常用于流体力学中，表示每秒通过单位面积的流体体积。,"(Cubic Meter per Square Second) is a C.G.S System unit for  (Standard Gravitational Parameter) expressed as (m^3/s^2)""",
M4,四次的米,Quartic Metre,,,"SecondAxialMomentOfArea,SecondPolarMomentOfArea",A0E0L4I0M0H0T0D0,1.0,M4,10.0,"长度,距离,地球",它是一个长度单位的四次方。常用于描述物体的体积，尤其是对于非常大的物体、液体或气体的体积。,A unit associated with area moments of inertia.,
M4-PER-SEC,米的四次方每秒,Metres to the power four per second,,,,A0E0L4I0M0H0T-1D0,,,33.90541067415654,,它是面积速度的单位，常用于描述流体的运动性质，特别是风量的计算。在一些国家，它也被用作风速的计量单位。,,
MACH,马赫,Mach,,"马赫数,音速",MachNumber,A0E0L0I0M0H0T0D1,1.0,MACH,10.0,"音速,飞行速度,飞机","['DimensionlessUnit', 'Unit']","""Mach"" is a unit for  Dimensionless Ratio expressed as (mach).""","http://en.wikipedia.org/wiki/Mach?oldid=492058934,http://baike.baidu.com/subview/71535/9040062.htm"
MDOLLAR-PER-FLIGHT,百万美元每次飞行,Million US Dollars per Flight,,,Currency,A0E0L0I0M0H0T0D1,,,33.90541067415654,,"['DerivedUnit', 'Unit']",,
MHO,姆欧,Mho,,,ElectricConductivity,A0E2L-3I0M-1H0T3D0,1.0,S,29.26562598795029,"电荷,电容,能量",姆欧是电导的反比值单位，也可表示电导率的倒数。常用于电子学领域中描述电导率或电阻率。西门子是姆欧的别名，是为了纪念德国物理学家韦尔纳·冯·西门子而设定的。,"""Mho"" is a C.G.S System unit for  Electric Conductivity expressed as (mho).""",http://www.simetric.co.uk/siderived.htm
MHO_Stat,静姆,Statmho,stat,,ElectricConductivity,A0E2L-3I0M-1H0T3D0,1.11e-12,S,10.0,"电容,介电,电场强度",静姆是电导率的单位，它是指在1厘米长的导体内流经1静安（一种电流单位）的电流，所对应的电场强度。常用于物理学和电工学领域。,"""StatMHO"" is the unit of conductance, admittance, and susceptance in the C.G.S e.s.u system of units. One (statmho) is the conductance between two points in a conductor when a constant potential difference of (1 ; statvolt) applied between the points produces in the conductor a current of (1 ; statampere), the conductor not being the source of any electromotive force, approximately (1.1126 times 10^{-12} mho).""",http://www.sizes.com/units/statmho.htm
MI,国际的英里,International Mile,mi,,Length,A0E0L1I0M0H0T0D0,1609.344,M,20.662373316468237,"英国,航空,英制,英尺",国际英里是一个长度单位，等于1760码或约1.609公里。它通常用于航空和海运的导航和测量中。另外，也有许多国家使用海里作为海上测量的单位。,"The exact length of the land mile varied slightly among English-speaking countries until the international yard and pound agreement in 1959 established the yard as exactly 0.9144 metres, giving a mile of exactly 1,609.344 metres. The United States adopted this international mile for most purposes, but retained the pre-1959 mile for some land-survey data, terming it the US survey mile. In the US, statute mile formally refers to the survey mile, about 3.219 mm (1/8 inch) longer than the international mile (the international mile is exactly 0.0002% less than the US survey mile).",http://en.wikipedia.org/wiki/Mile
